def_lastyear,def_cum_2year,def_cum_4year,dist_road,dist_hydr,dist_rodhyd,dist_1per,dist_2per,heat_lastyear,prot_area
0.5086236598842638,0.6378274862072904,0.7402997723676978,0.19009943489996392,0.04977192973310132,0.15913317808329228,0.30306960140560507,0.22168933490913237,0.01678729542477422,0.027606441070564817
